src_ip,dst_ip,src_port,dst_port,protocol,tos,packets,bytes,flows,start_time,end_time
192.168.1.4,10.0.0.152,32506,80,TCP,16,867,59823,3,1719837564,1719837567.0037
192.168.1.197,192.168.1.155,36904,80,TCP,16,797,78903,3,1719836441,1719836448.957
192.168.1.107,10.0.0.202,21556,123,TCP,16,657,177390,3,1719836759,1719836768.125
192.168.1.208,192.168.1.154,28236,443,TCP,0,925,652125,2,1719840985,1719840994.8311
192.168.1.39,192.168.1.217,13795,80,TCP,0,181,157470,1,1719837414,1719837417.8731
192.168.1.75,10.0.0.11,2227,53,UDP,0,427,75152,3,1719838044,1719838047.5491
192.168.1.155,8.8.8.2,30880,123,ICMP,32,275,243925,2,1719841694,1719841700.4893
192.168.1.129,10.0.0.233,39591,41852,TCP,32,477,283815,3,1719840945,1719840948.379
192.168.1.195,192.168.1.246,34781,80,UDP,0,56,31696,3,1719840664,1719840669.1554
192.168.1.203,192.168.1.208,43698,80,TCP,32,93,17205,3,1719839896,1719839905.9432
192.168.1.109,198.51.100.4,19026,443,TCP,0,322,274666,1,1719841195,1719841195.8191
192.168.1.195,198.51.100.23,17924,80,TCP,0,426,309702,3,1719836717,1719836724.0421
192.168.1.69,10.0.0.110,8611,8879,TCP,0,177,88500,3,1719841026,1719841030.3199
192.168.1.231,10.0.0.15,21606,53,TCP,64,677,459683,2,1719841871,1719841879.6013
192.168.1.14,10.0.0.244,36349,5523,TCP,16,75,58575,2,1719838677,1719838679.2837
192.168.1.144,10.0.0.217,36667,443,TCP,64,466,142596,3,1719840783,1719840792.1616
192.168.1.113,10.0.0.99,24131,17169,TCP,16,471,463935,1,1719841406,1719841408.2448
192.168.1.203,192.168.1.234,9328,123,TCP,64,361,234289,2,1719836756,1719836761.3051
192.168.1.146,192.168.1.203,59616,80,TCP,0,495,186615,3,1719841871,1719841879.5658
192.168.1.66,10.0.0.96,52467,443,UDP,64,820,168920,3,1719835212,1719835220.1465
192.168.1.55,10.0.0.177,28373,123,ICMP,0,765,682380,1,1719840210,1719840219.353
192.168.1.112,10.0.0.31,64399,53,TCP,0,656,299792,3,1719837982,1719837982.1297
192.168.1.30,10.0.0.85,20082,53,UDP,16,125,107625,3,1719836219,1719836220.3591
192.168.1.104,10.0.0.246,59152,53,TCP,64,128,126720,1,1719838995,1719839001.7143
192.168.1.199,10.0.0.66,24697,80,UDP,0,150,67950,3,1719837156,1719837165.6664
192.168.1.99,192.168.1.92,25796,443,TCP,16,989,787244,2,1719838971,1719838979.5509
192.168.1.131,10.0.0.163,50345,80,UDP,16,98,38514,1,1719837806,1719837809.0244
192.168.1.96,192.168.1.211,25369,37392,TCP,0,484,385748,2,1719840522,1719840525.0375
192.168.1.203,10.0.0.30,33295,123,TCP,16,46,8280,3,1719837109,1719837116.3216
192.168.1.39,10.0.0.191,30317,11819,TCP,16,487,477260,1,1719842140,1719842149.6527
192.168.1.141,192.168.1.14,30522,5188,ICMP,16,859,254264,1,1719840585,1719840591.4981
192.168.1.140,192.168.1.211,38496,53,TCP,64,479,235668,1,1719839425,1719839431.7664
192.168.1.187,198.51.100.22,16352,443,TCP,32,61,57157,2,1719841830,1719841833.0206
192.168.1.156,10.0.0.12,24689,123,TCP,64,81,63666,2,1719837285,1719837294.6793
192.168.1.123,10.0.0.205,31423,80,TCP,0,560,534240,2,1719837147,1719837153.0147
192.168.1.45,10.0.0.228,24668,53,UDP,16,600,262800,3,1719841427,1719841431.7785
192.168.1.32,198.51.100.42,45587,443,TCP,16,761,294507,2,1719840364,1719840368.8702
192.168.1.96,192.168.1.75,21195,80,TCP,16,176,98384,2,1719836604,1719836608.9423
192.168.1.251,10.0.0.253,25259,123,ICMP,64,243,133164,1,1719840284,1719840291.8674
192.168.1.64,198.51.100.30,14095,443,TCP,32,48,4944,2,1719837062,1719837067.7129
192.168.1.217,10.0.0.237,52211,443,TCP,16,888,152736,2,1719840459,1719840465.5589
192.168.1.177,192.168.1.102,57581,25604,UDP,16,54,36126,2,1719837658,1719837665.3188
192.168.1.177,192.168.1.149,30946,123,TCP,16,349,172406,1,1719836044,1719836048.8824
192.168.1.24,10.0.0.64,43940,80,UDP,16,895,501200,3,1719836316,1719836325.2701
192.168.1.183,10.0.0.50,65127,123,UDP,64,541,109282,3,1719835594,1719835601.9481
192.168.1.252,192.168.1.187,12260,123,TCP,32,792,262944,2,1719835815,1719835821.4597
192.168.1.29,198.51.100.15,14616,123,UDP,32,494,38038,2,1719841627,1719841631.5872
192.168.1.234,10.0.0.48,45068,27159,TCP,0,437,35834,2,1719837763,1719837763.8486
192.168.1.128,198.51.100.32,41945,443,TCP,0,981,105948,1,1719841971,1719841976.192
192.168.1.45,10.0.0.121,56585,443,UDP,64,81,76383,3,1719841910,1719841910.7409
192.168.1.250,10.0.0.188,26223,12725,TCP,16,700,189000,3,1719841068,1719841072.6977
192.168.1.186,192.168.1.200,56030,80,ICMP,16,385,340725,2,1719838866,1719838872.0006
192.168.1.250,10.0.0.226,31483,123,TCP,0,54,23382,1,1719838247,1719838249.2702
192.168.1.212,10.0.0.120,3309,123,TCP,0,434,429660,1,1719837992,1719838001.541
192.168.1.44,10.0.0.155,42783,80,UDP,0,762,687324,1,1719840311,1719840312.3529
192.168.1.143,10.0.0.69,58923,50876,TCP,0,552,274344,1,1719841734,1719841743.1425
192.168.1.160,198.51.100.14,46311,443,TCP,64,7,2940,3,1719841369,1719841371.1178
192.168.1.155,192.168.1.240,56902,80,TCP,0,653,354579,3,1719842382,1719842387.2438
192.168.1.82,10.0.0.184,12341,443,TCP,0,60,10320,3,1719837879,1719837883.1999
192.168.1.105,192.168.1.79,36425,28667,TCP,16,628,175840,2,1719838965,1719838971.3648
192.168.1.42,10.0.0.6,8969,29084,UDP,16,156,116376,3,1719838310,1719838317.8123
192.168.1.12,10.0.0.175,36591,53415,TCP,16,677,601176,3,1719840720,1719840729.2964
192.168.1.12,10.0.0.42,32920,443,UDP,0,449,352914,2,1719840701,1719840706.5152
192.168.1.174,10.0.0.190,32620,123,TCP,64,288,233856,1,1719842021,1719842030.7041
192.168.1.12,10.0.0.240,2976,123,TCP,16,919,313379,3,1719839446,1719839447.7282
192.168.1.217,10.0.0.44,58847,80,UDP,0,126,106344,1,1719840542,1719840545.698
192.168.1.200,192.168.1.110,55755,57865,TCP,64,568,460080,1,1719839941,1719839946.0704
10.0.0.101,192.168.1.100,59577,445,TCP,64,2808,185328,1,1719840472,1719840486.7767
192.168.1.116,10.0.0.22,22624,53,TCP,16,868,453964,2,1719840728,1719840735.0094
192.168.1.223,192.168.1.168,16601,123,UDP,0,850,430100,3,1719837391,1719837397.5039
192.168.1.207,198.51.100.25,1033,123,TCP,32,763,729428,3,1719839634,1719839639.3987
192.168.1.188,10.0.0.210,25221,15150,TCP,16,491,409494,1,1719841454,1719841454.6665
192.168.1.36,10.0.0.210,46669,55922,TCP,64,344,120400,1,1719835831,1719835837.7826
192.168.1.146,10.0.0.221,40882,443,UDP,32,298,220818,1,1719837289,1719837290.5495
192.168.1.40,192.168.1.7,4324,123,TCP,0,17,1037,2,1719836419,1719836426.0728
192.168.1.218,10.0.0.252,31253,61266,TCP,0,43,12255,3,1719840730,1719840736.7906
192.168.1.5,198.51.100.13,12869,53,UDP,0,3,426,2,1719839352,1719839352.2809
192.168.1.82,10.0.0.220,6497,53,TCP,16,751,664635,2,1719840787,1719840792.9971
192.168.1.223,192.168.1.76,24851,443,TCP,0,649,94754,3,1719841030,1719841032.2662
192.168.1.78,8.8.8.3,51357,443,TCP,64,191,151463,3,1719842118,1719842127.5392
192.168.1.55,192.168.1.204,3462,123,UDP,0,331,213164,1,1719836991,1719836999.2503
192.168.1.21,10.0.0.30,49898,443,TCP,32,424,252704,2,1719836456,1719836457.7936
192.168.1.103,10.0.0.153,49082,123,TCP,32,824,636952,1,1719838885,1719838894.8663
192.168.1.16,192.168.1.13,4419,53,TCP,0,642,141240,3,1719837591,1719837595.8892
192.168.1.192,10.0.0.190,22327,12521,TCP,64,99,6237,1,1719837261,1719837270.4825
192.168.1.201,192.168.1.196,58095,123,TCP,0,575,416300,1,1719840492,1719840501.2968
192.168.1.196,198.51.100.33,12684,123,TCP,64,210,166110,1,1719836240,1719836243.0584
192.168.1.39,10.0.0.235,55334,37362,TCP,64,685,667190,2,1719837411,1719837416.195
192.168.1.87,192.168.1.100,57017,443,ICMP,32,326,60636,3,1719838147,1719838148.0545
192.168.1.31,192.168.1.242,54018,443,UDP,0,196,156408,2,1719837193,1719837199.9966
192.168.1.106,10.0.0.143,44821,39200,ICMP,16,200,45000,3,1719837016,1719837022.7362
192.168.1.99,10.0.0.11,47600,15743,TCP,32,712,703456,2,1719840856,1719840864.4212
192.168.1.66,192.168.1.236,44167,123,TCP,16,562,100036,1,1719836287,1719836292.3273
192.168.1.177,192.168.1.222,39977,123,UDP,0,992,714240,2,1719841150,1719841157.3081
192.168.1.153,192.168.1.20,59954,53,UDP,64,909,329967,3,1719836676,1719836679.4486
192.168.1.21,10.0.0.194,36757,443,TCP,16,373,95861,3,1719839750,1719839750.9758
192.168.1.21,10.0.0.124,28586,443,TCP,64,710,463630,1,1719835966,1719835971.1141
192.168.1.209,192.168.1.92,26356,443,UDP,0,463,281041,3,1719841810,1719841813.9272
192.168.1.106,10.0.0.46,12199,80,TCP,64,371,148771,3,1719838558,1719838567.1739
192.168.1.251,10.0.0.145,24581,24578,TCP,32,87,25665,3,1719836269,1719836270.0983
192.168.1.211,10.0.0.226,26040,13914,TCP,64,23,20608,2,1719837771,1719837777.0857
192.168.1.240,10.0.0.75,25870,53,TCP,32,679,427770,1,1719837080,1719837087.3962
192.168.1.94,10.0.0.21,7247,443,TCP,32,230,163530,2,1719836225,1719836226.537
192.168.1.151,192.168.1.220,57765,38788,TCP,16,938,680050,3,1719835368,1719835375.2141
192.168.1.28,192.168.1.249,1901,123,TCP,64,56,32424,1,1719841325,1719841329.0549
192.168.1.141,10.0.0.147,30565,123,ICMP,32,399,216258,3,1719840199,1719840200.6642
192.168.1.73,198.51.100.21,31895,80,TCP,16,301,27993,1,1719841908,1719841916.4145
192.168.1.50,192.168.1.191,64195,123,TCP,32,741,695799,3,1719835235,1719835244.279
192.168.1.90,10.0.0.73,55721,443,TCP,0,24,6096,2,1719835798,1719835801.014
192.168.1.104,198.51.100.13,3243,50482,UDP,0,850,79900,2,1719841340,1719841347.409
192.168.1.53,10.0.0.62,22031,80,TCP,16,84,36792,2,1719836245,1719836250.8881
192.168.1.43,198.51.100.34,39533,80,TCP,0,653,452529,1,1719838568,1719838570.365
192.168.1.63,192.168.1.96,47818,80,TCP,16,514,398864,2,1719841892,1719841893.2259
192.168.1.18,192.168.1.98,44387,443,TCP,64,828,553932,2,1719840535,1719840536.6437
192.168.1.67,198.51.100.42,41169,443,TCP,32,741,552045,3,1719835215,1719835218.8964
192.168.1.165,10.0.0.37,31915,80,TCP,32,896,266112,1,1719837403,1719837405.7429
192.168.1.225,10.0.0.170,14249,443,TCP,32,424,373544,3,1719836791,1719836797.9483
192.168.1.226,198.51.100.26,22147,80,UDP,32,223,202484,3,1719842016,1719842017.7938
192.168.1.232,192.168.1.29,7562,32300,TCP,16,658,420462,3,1719841541,1719841546.4992
192.168.1.150,198.51.100.39,24645,123,UDP,32,269,106793,3,1719837544,1719837544.1356
192.168.1.4,10.0.0.71,45462,123,TCP,0,461,391389,3,1719842133,1719842138.2702
192.168.1.188,10.0.0.128,50770,80,UDP,32,570,486210,2,1719839142,1719839143.8261
192.168.1.217,10.0.0.183,57653,80,TCP,0,841,380973,3,1719837724,1719837732.4141
192.168.1.30,192.168.1.104,50088,25437,TCP,64,376,37600,3,1719835561,1719835565.9389
192.168.1.54,192.168.1.112,42730,443,TCP,16,208,139152,1,1719835985,1719835992.6459
192.168.1.147,10.0.0.223,43716,53,TCP,32,657,444789,1,1719840574,1719840579.6976
192.168.1.132,192.168.1.2,59316,80,TCP,0,226,43392,2,1719838948,1719838957.6858
192.168.1.248,10.0.0.191,42709,80,UDP,32,249,114789,3,1719840634,1719840639.4717
192.168.1.122,10.0.0.202,53223,53,TCP,64,256,81664,2,1719835790,1719835798.5753
192.168.1.152,198.51.100.42,1148,80,UDP,32,884,205972,3,1719839944,1719839947.5831
192.168.1.79,10.0.0.131,2735,123,TCP,0,51,10047,2,1719839385,1719839394.6786
192.168.1.150,192.168.1.50,57825,123,TCP,16,111,43068,3,1719837945,1719837945.9229
192.168.1.105,10.0.0.199,24249,123,ICMP,64,946,85140,1,1719836228,1719836233.6346
192.168.1.131,198.51.100.49,19995,80,ICMP,64,337,33700,2,1719836343,1719836346.9352
192.168.1.142,198.51.100.25,38556,53865,TCP,0,532,239932,3,1719841819,1719841819.4094
192.168.1.226,10.0.0.72,40047,11491,UDP,64,679,674247,3,1719837335,1719837341.5845
192.168.1.37,198.51.100.3,21484,80,TCP,16,154,118118,3,1719841230,1719841236.6672
192.168.1.245,192.168.1.202,35105,123,UDP,16,533,105534,3,1719837324,1719837330.9713
192.168.1.98,10.0.0.36,18627,53,TCP,0,438,148920,2,1719840014,1719840020.3775
192.168.1.55,192.168.1.40,21975,80,TCP,64,170,86360,2,1719842200,1719842205.8322
192.168.1.81,10.0.0.143,7604,53,TCP,0,405,80595,3,1719836181,1719836181.3928
192.168.1.223,192.168.1.207,35262,9847,TCP,32,111,41847,3,1719842242,1719842248.1758
192.168.1.250,10.0.0.94,25209,34037,ICMP,16,913,386199,3,1719839819,1719839826.4026
192.168.1.58,10.0.0.148,39050,80,TCP,0,829,619263,1,1719842107,1719842110.0231
192.168.1.90,192.168.1.13,38071,22948,TCP,64,367,38902,3,1719838657,1719838664.995
192.168.1.2,10.0.0.58,36143,63592,UDP,0,580,116000,1,1719841419,1719841423.861
192.168.1.150,10.0.0.196,27262,123,TCP,16,45,28260,3,1719839021,1719839024.2442
192.168.1.118,10.0.0.116,18728,55976,TCP,0,286,192192,1,1719837639,1719837639.8733
192.168.1.145,10.0.0.87,7593,53,TCP,16,210,187110,2,1719839018,1719839027.9848
192.168.1.153,10.0.0.181,52035,43075,UDP,32,677,53483,1,1719836615,1719836618.2376
192.168.1.214,192.168.1.37,47575,443,UDP,0,666,485514,3,1719835264,1719835269.9277
192.168.1.67,192.168.1.187,58573,443,TCP,0,197,29353,3,1719837362,1719837364.1045
192.168.1.99,198.51.100.6,16099,80,TCP,32,155,55180,1,1719837245,1719837253.7431
192.168.1.209,8.8.8.4,57621,80,UDP,32,283,23206,1,1719838696,1719838698.9295
192.168.1.194,10.0.0.169,24176,123,TCP,0,714,279174,1,1719841161,1719841164.8886
192.168.1.159,10.0.0.231,43864,123,TCP,64,572,175604,1,1719837606,1719837613.0142
192.168.1.177,10.0.0.117,29634,443,TCP,0,489,204402,2,1719838996,1719839004.7059
192.168.1.186,198.51.100.32,33754,123,UDP,0,722,670738,1,1719839480,1719839488.753
192.168.1.222,10.0.0.190,9891,443,TCP,0,383,63578,1,1719841059,1719841065.9295
192.168.1.167,192.168.1.205,53365,123,TCP,0,81,9396,3,1719840842,1719840848.7293
192.168.1.168,10.0.0.147,2384,443,TCP,64,589,298034,2,1719838145,1719838150.8307
192.168.1.24,10.0.0.47,47334,53,UDP,0,772,446988,3,1719835923,1719835929.7234
192.168.1.209,10.0.0.17,41197,26111,TCP,16,141,59784,3,1719839534,1719839540.0813
192.168.1.80,10.0.0.51,22982,53,TCP,64,573,96264,3,1719838127,1719838136.4129
192.168.1.120,198.51.100.33,34905,31480,TCP,0,776,379464,2,1719838112,1719838120.8048
192.168.1.104,10.0.0.119,32694,443,TCP,32,824,379040,3,1719836683,1719836688.2858
192.168.1.115,10.0.0.173,59418,80,UDP,32,17,16286,1,1719836522,1719836527.6054
192.168.1.130,192.168.1.144,2386,37061,UDP,16,783,476847,1,1719840298,1719840302.5339
192.168.1.11,10.0.0.154,14224,35085,UDP,0,297,271161,1,1719836342,1719836347.2916
192.168.1.169,192.168.1.179,25979,32876,TCP,32,825,436425,1,1719837860,1719837866.2404
192.168.1.20,198.51.100.31,32652,58316,TCP,0,741,383838,3,1719839541,1719839547.0615
192.168.1.87,192.168.1.40,55104,80,TCP,32,450,348300,3,1719836094,1719836097.3073
192.168.1.245,10.0.0.218,20638,53,TCP,16,534,40050,3,1719836844,1719836845.9013
192.168.1.132,10.0.0.196,50134,53,TCP,64,620,364560,3,1719839539,1719839545.1129
192.168.1.239,10.0.0.202,36809,443,TCP,32,408,124032,2,1719839078,1719839082.9624
192.168.1.63,192.168.1.131,63167,443,TCP,0,724,514764,1,1719838823,1719838825.8833
192.168.1.27,10.0.0.168,57072,53,TCP,32,912,535344,3,1719836682,1719836685.8142
192.168.1.60,198.51.100.38,60095,443,UDP,0,177,137706,3,1719835233,1719835233.2448
192.168.1.94,192.168.1.246,34414,31247,TCP,16,822,396204,3,1719837781,1719837783.8592
192.168.1.30,10.0.0.27,13529,123,TCP,0,762,236220,1,1719836866,1719836871.4848
192.168.1.182,10.0.0.180,57048,80,TCP,32,691,535525,1,1719838220,1719838225.4129
192.168.1.137,198.51.100.10,1932,48665,TCP,0,296,128760,3,1719840084,1719840086.1796
192.168.1.195,192.168.1.167,42808,53,TCP,32,692,525228,1,1719842269,1719842273.9933
192.168.1.237,192.168.1.238,59823,53,TCP,32,328,166952,2,1719836720,1719836729.2044
192.168.1.82,10.0.0.24,13164,80,ICMP,0,395,105465,1,1719840124,1719840133.8447
192.168.1.125,10.0.0.161,38258,123,TCP,0,659,429668,3,1719837111,1719837118.128
192.168.1.13,10.0.0.235,57477,80,ICMP,64,206,49234,1,1719836084,1719836092.4531
192.168.1.157,198.51.100.9,30038,53,UDP,64,339,325101,3,1719838287,1719838291.2247
192.168.1.86,10.0.0.37,42226,53,UDP,16,543,255210,3,1719836782,1719836790.1148
192.168.1.113,10.0.0.63,4803,53,TCP,64,438,87162,3,1719841274,1719841281.8747
192.168.1.136,198.51.100.32,18496,123,UDP,64,945,859005,1,1719839641,1719839648.8731
192.168.1.57,192.168.1.98,27977,443,TCP,0,415,29050,3,1719836433,1719836442.8009
192.168.1.38,198.51.100.49,35578,53,TCP,64,500,457500,1,1719841442,1719841447.2227
192.168.1.33,10.0.0.160,56577,53,UDP,0,480,297600,2,1719835839,1719835844.8487
192.168.1.109,10.0.0.136,41093,443,UDP,16,231,17556,1,1719837550,1719837556.965
192.168.1.123,10.0.0.246,8832,443,TCP,0,576,371520,2,1719838264,1719838264.5907
192.168.1.25,192.168.1.208,55812,58639,TCP,16,35,19460,2,1719841353,1719841359.5799
192.168.1.224,10.0.0.252,50158,443,TCP,0,982,953522,2,1719838735,1719838736.5758
192.168.1.64,10.0.0.26,15577,123,TCP,64,827,309298,2,1719835791,1719835795.3716
192.168.1.167,10.0.0.153,28380,49951,TCP,16,882,580356,1,1719838874,1719838881.9887
192.168.1.38,10.0.0.135,31822,28534,TCP,0,89,77786,2,1719838153,1719838161.1388
192.168.1.175,10.0.0.199,2146,123,TCP,32,125,61875,2,1719839801,1719839809.9259
192.168.1.182,192.168.1.162,15023,53,ICMP,16,19,6707,3,1719840445,1719840448.3967
192.168.1.159,10.0.0.203,60421,53,TCP,32,191,182978,1,1719838757,1719838758.556
192.168.1.108,192.168.1.107,21451,443,TCP,0,352,239712,3,1719837274,1719837277.6671
192.168.1.251,10.0.0.16,52009,80,UDP,64,742,677446,2,1719837233,1719837236.7508
192.168.1.70,10.0.0.87,22820,80,TCP,16,858,184470,2,1719837922,1719837927.5161
192.168.1.129,10.0.0.230,49001,123,TCP,32,563,254476,3,1719842085,1719842086.4613
192.168.1.121,198.51.100.48,9736,123,TCP,64,37,14245,3,1719838925,1719838925.183
192.168.1.29,10.0.0.170,27714,80,UDP,0,315,149940,1,1719838529,1719838532.9702
192.168.1.43,10.0.0.225,18031,38543,TCP,0,835,124415,2,1719839038,1719839046.5923
192.168.1.187,10.0.0.51,32305,443,TCP,0,329,322420,1,1719841298,1719841306.5072
192.168.1.8,198.51.100.23,52299,51418,TCP,16,76,59584,3,1719836715,1719836724.4658
192.168.1.86,198.51.100.32,14047,123,TCP,32,226,54240,1,1719841435,1719841442.158
192.168.1.164,192.168.1.186,55594,53,TCP,16,986,855848,1,1719842010,1719842015.562
192.168.1.196,10.0.0.177,1064,123,UDP,16,825,621225,2,1719839350,1719839356.0371
192.168.1.35,192.168.1.29,25676,35353,ICMP,32,314,163908,2,1719835459,1719835465.2147
192.168.1.231,192.168.1.168,13993,53,TCP,32,533,328328,2,1719841231,1719841238.114
192.168.1.120,192.168.1.174,62228,53,UDP,64,204,86292,1,1719840360,1719840363.9723
192.168.1.213,10.0.0.241,63933,443,TCP,16,275,133650,3,1719836181,1719836189.534
192.168.1.237,198.51.100.22,5798,45050,TCP,64,803,345290,2,1719840494,1719840502.0645
192.168.1.192,192.168.1.213,10120,80,TCP,64,117,31941,2,1719842051,1719842058.9072
192.168.1.58,192.168.1.49,28910,123,TCP,0,817,285950,3,1719835792,1719835799.7122
192.168.1.27,8.8.8.1,59830,1262,TCP,64,926,350028,2,1719839645,1719839652.2472
192.168.1.22,192.168.1.157,11351,123,TCP,0,881,291611,1,1719839461,1719839461.6649
192.168.1.29,192.168.1.126,37705,80,TCP,32,541,487441,3,1719838741,1719838748.9225
192.168.1.250,198.51.100.49,63098,53,UDP,64,199,55322,2,1719838847,1719838856.3076
192.168.1.228,10.0.0.205,60643,80,TCP,0,888,839160,3,1719839071,1719839078.9849
192.168.1.240,192.168.1.224,14929,9989,TCP,16,644,339388,2,1719841698,1719841705.5046
192.168.1.84,192.168.1.248,55171,2707,TCP,16,424,294680,3,1719840123,1719840132.6215
192.168.1.51,192.168.1.41,62237,123,TCP,16,141,61899,3,1719838705,1719838708.2708
192.168.1.117,192.168.1.234,22179,443,TCP,0,54,16956,2,1719837146,1719837151.4056
192.168.1.230,198.51.100.14,22650,80,TCP,16,263,201984,3,1719840201,1719840207.0389
192.168.1.132,10.0.0.241,50427,80,TCP,64,614,372084,1,1719836583,1719836589.4492
192.168.1.110,198.51.100.40,25754,53,TCP,16,337,84250,3,1719839433,1719839440.2178
192.168.1.42,10.0.0.222,44394,53,TCP,64,633,377268,2,1719841250,1719841256.1104
192.168.1.214,192.168.1.101,46118,80,UDP,16,556,492060,1,1719835794,1719835795.9834
192.168.1.41,10.0.0.244,57024,12694,TCP,16,476,32368,1,1719836943,1719836949.844
192.168.1.65,10.0.0.52,51427,123,TCP,32,515,443930,2,1719837252,1719837257.1353
192.168.1.9,198.51.100.30,10681,443,UDP,32,280,173320,3,1719842151,1719842159.6958
192.168.1.197,192.168.1.217,21241,53,TCP,16,269,17216,1,1719841821,1719841827.5906
192.168.1.197,10.0.0.83,8357,443,UDP,16,849,646938,3,1719837561,1719837566.9414
192.168.1.231,198.51.100.31,20695,123,UDP,32,221,134589,3,1719841894,1719841898.2135
192.168.1.205,192.168.1.8,36666,123,TCP,64,573,489915,2,1719840871,1719840879.8382
192.168.1.125,192.168.1.165,19913,443,TCP,32,33,22539,1,1719840109,1719840112.9131
192.168.1.102,10.0.0.153,12720,443,UDP,64,468,274716,1,1719835522,1719835530.134
192.168.1.97,192.168.1.209,29943,123,TCP,32,267,239766,2,1719836392,1719836392.4066
192.168.1.20,192.168.1.225,12061,123,UDP,16,126,71820,3,1719835207,1719835214.7367
192.168.1.239,10.0.0.236,31133,80,UDP,0,307,272923,1,1719840023,1719840027.1466
192.168.1.10,10.0.0.239,35019,443,UDP,0,243,234738,2,1719836997,1719836998.6291
192.168.1.166,198.51.100.30,13031,443,TCP,32,121,115676,2,1719837646,1719837649.6712
192.168.1.167,192.168.1.72,11603,80,UDP,16,738,166788,1,1719838826,1719838827.1401
192.168.1.247,192.168.1.186,15828,80,TCP,32,267,161802,1,1719838798,1719838802.0559
192.168.1.11,10.0.0.237,9895,80,UDP,32,920,114080,1,1719835865,1719835874.1189
192.168.1.148,192.168.1.34,22255,16884,TCP,0,315,136395,3,1719841659,1719841662.4253
192.168.1.157,10.0.0.34,42314,443,TCP,16,189,150633,2,1719840108,1719840110.4568
192.168.1.249,10.0.0.32,59925,53,TCP,32,440,381040,1,1719836299,1719836302.7682
192.168.1.99,10.0.0.74,43328,53,UDP,64,374,372878,1,1719837635,1719837642.46
192.168.1.60,10.0.0.113,53224,443,ICMP,16,239,170407,2,1719841309,1719841309.6891
192.168.1.67,10.0.0.133,61267,443,UDP,64,298,138272,3,1719838524,1719838531.3194
192.168.1.136,192.168.1.106,43616,123,TCP,64,898,460674,2,1719839088,1719839096.3118
192.168.1.229,10.0.0.233,12985,53,TCP,16,864,711072,1,1719841781,1719841784.7352
192.168.1.131,10.0.0.206,63362,61189,ICMP,16,749,587216,1,1719839298,1719839305.9636
192.168.1.82,10.0.0.181,35761,22382,ICMP,32,95,54435,2,1719839171,1719839171.3833
192.168.1.6,192.168.1.26,49333,53,UDP,0,432,245376,1,1719838582,1719838586.3672
192.168.1.227,10.0.0.122,32332,123,UDP,0,997,860411,2,1719838989,1719838997.8582
192.168.1.250,10.0.0.47,13311,443,TCP,32,597,131340,3,1719837852,1719837856.6329
192.168.1.50,10.0.0.81,60301,443,TCP,16,45716,65785324,1,1719836420,1719836439.3232
192.168.1.134,10.0.0.234,26414,443,TCP,0,194,109804,1,1719839537,1719839540.2498
192.168.1.36,10.0.0.40,64367,52558,TCP,16,423,209808,2,1719836900,1719836908.6719
192.168.1.40,10.0.0.129,47806,33525,TCP,32,520,210080,3,1719838917,1719838926.4876
192.168.1.211,10.0.0.20,18463,443,UDP,16,549,289872,1,1719837105,1719837106.8012
192.168.1.238,198.51.100.43,35654,80,TCP,0,438,104682,2,1719839234,1719839235.2854
192.168.1.93,198.51.100.12,48376,123,UDP,32,16,2992,2,1719839976,1719839984.2157
192.168.1.203,192.168.1.98,21666,123,TCP,16,93,23529,1,1719837156,1719837157.4197
192.168.1.20,198.51.100.41,50661,443,UDP,64,539,503965,3,1719836005,1719836011.4814
192.168.1.158,10.0.0.246,52274,123,TCP,0,409,339470,1,1719841495,1719841495.671
192.168.1.132,10.0.0.233,50131,123,UDP,32,406,90132,3,1719838200,1719838209.0693
192.168.1.184,10.0.0.252,11239,9861,TCP,32,247,89661,1,1719836668,1719836672.3995
192.168.1.97,10.0.0.92,18545,13005,TCP,16,399,361494,2,1719842025,1719842028.5056
192.168.1.5,10.0.0.72,60464,54383,TCP,64,540,207360,1,1719837436,1719837436.6166
192.168.1.198,10.0.0.150,63035,61493,TCP,0,567,454734,1,1719837711,1719837719.0484
192.168.1.60,10.0.0.243,2735,123,TCP,64,740,248640,3,1719838035,1719838041.5785
192.168.1.102,10.0.0.251,56831,53,TCP,16,728,564928,2,1719838980,1719838985.9613
192.168.1.188,10.0.0.97,24622,443,TCP,64,16,14112,1,1719836221,1719836223.1723
192.168.1.243,192.168.1.214,31599,443,TCP,32,395,194735,3,1719835482,1719835486.871
192.168.1.77,192.168.1.40,2479,123,TCP,0,189,55755,3,1719838729,1719838730.0376
192.168.1.162,192.168.1.77,27681,80,UDP,32,690,647910,3,1719841619,1719841628.3649
192.168.1.174,192.168.1.161,18583,53,TCP,0,141,125631,3,1719840790,1719840797.2977
192.168.1.83,10.0.0.3,53029,1630,TCP,0,205,42230,2,1719840482,1719840490.5428
192.168.1.187,192.168.1.71,3577,53,TCP,16,243,141669,1,1719839297,1719839305.4563
192.168.1.99,192.168.1.59,50228,26537,TCP,64,967,163423,2,1719837237,1719837245.6635
192.168.1.103,10.0.0.239,17400,443,UDP,64,804,112560,3,1719835939,1719835939.8785
192.168.1.236,198.51.100.8,20250,53,TCP,16,377,203957,1,1719841246,1719841249.4741
192.168.1.212,192.168.1.232,6295,443,UDP,0,214,202230,3,1719837999,1719838007.707
